:END_ID(node),:START_ID(node),:TYPE,name
1301,208,干员代号,干员代号
40,1301,限定情况,限定情况
1301,40,干员代号,干员代号
1309,1301,上线时间,上线时间
1301,1309,干员代号,干员代号
1305,1301,特性,特性
1301,1305,特性,特性
130,1301,能力标签,能力标签
1301,130,能力标签,能力标签
155,1301,活跃领域,活跃领域
1301,155,活跃领域,活跃领域
28,1301,潜能,潜能
1301,28,潜能,潜能
29,1301,潜能,潜能
1301,29,潜能,潜能
27,1301,潜能,潜能
1301,27,潜能,潜能
1311,1310,英文代号,英文代号
1310,1311,干员代号,干员代号
1310,1312,绘制,绘制
1312,1310,绘制者,绘制者
1310,1313,配音,配音
1313,1310,配音者,配音者
116,1310,性别,性别
1310,116,干员代号,干员代号
94,1310,星座,星座
1310,94,干员代号,干员代号
95,1310,诞生月,诞生月
1310,95,干员代号,干员代号
527,1310,诞生地,诞生地
1310,527,干员代号,干员代号
492,1310,种族,种族
1310,492,干员代号,干员代号
1314,1310,身高,身高
1310,1314,干员代号,干员代号
194,1310,物理强度,物理强度
1310,194,干员代号,干员代号
120,1310,战场机动,战场机动
1310,120,干员代号,干员代号
14,1310,生理耐受,生理耐受
1310,14,干员代号,干员代号
15,1310,战术规划,战术规划
1310,15,干员代号,干员代号
16,1310,战斗技巧,战斗技巧
1310,16,干员代号,干员代号
17,1310,源石技艺适应性,源石技艺适应性
1310,17,干员代号,干员代号
18,1310,是否感染,是否感染
1310,18,干员代号,干员代号
19,1310,体细胞与源石融合率,体细胞与源石融合率
1310,19,干员代号,干员代号
882,1310,血液源石结晶密度,血液源石结晶密度
1310,882,干员代号,干员代号
1315,1310,信物,信物
1310,1315,干员代号,干员代号
22,1310,职业,职业
1310,22,干员代号,干员代号
24,1310,作战范围,作战范围
1310,24,干员代号,干员代号
240,1310,再部署时长,再部署时长
1310,240,干员代号,干员代号
558,1310,初始费用,初始费用
1310,558,干员代号,干员代号
449,1310,最终费用,最终费用
1310,449,干员代号,干员代号
33,1310,最大阻挡数,最大阻挡数
1310,33,干员代号,干员代号
343,1310,攻击速度,攻击速度
1310,343,干员代号,干员代号
1316,1310,生命上限,生命上限
1310,1316,干员代号,干员代号
1317,1310,攻击力,攻击力
1310,1317,干员代号,干员代号
837,1310,防御力,防御力
1310,837,干员代号,干员代号
286,1310,法术抗性,法术抗性
1310,286,干员代号,干员代号
208,1310,星级,星级
1310,208,干员代号,干员代号
140,1310,限定情况,限定情况
1310,140,干员代号,干员代号
1155,1310,上线时间,上线时间
1310,1155,干员代号,干员代号
339,1310,特性,特性
1310,339,特性,特性
518,1310,能力标签,能力标签
1310,518,能力标签,能力标签
130,1310,能力标签,能力标签
1310,130,能力标签,能力标签
530,1310,活跃领域,活跃领域
1310,530,活跃领域,活跃领域
29,1310,潜能,潜能
1310,29,潜能,潜能
27,1310,潜能,潜能
1310,27,潜能,潜能
1319,1318,英文代号,英文代号
1318,1319,干员代号,干员代号
1320,1318,日文代号,日文代号
1318,1320,干员代号,干员代号
1318,188,绘制,绘制
188,1318,绘制者,绘制者
1318,491,配音,配音
491,1318,配音者,配音者
116,1318,性别,性别
1318,116,干员代号,干员代号
527,1318,诞生地,诞生地
1318,527,干员代号,干员代号
1321,1318,种族,种族
1318,1321,干员代号,干员代号
367,1318,身高,身高
1318,367,干员代号,干员代号
194,1318,物理强度,物理强度
1318,194,干员代号,干员代号
13,1318,战场机动,战场机动
1318,13,干员代号,干员代号
14,1318,生理耐受,生理耐受
1318,14,干员代号,干员代号
15,1318,战术规划,战术规划
1318,15,干员代号,干员代号
123,1318,战斗技巧,战斗技巧
1318,123,干员代号,干员代号
174,1318,源石技艺适应性,源石技艺适应性
1318,174,干员代号,干员代号
124,1318,是否感染,是否感染
1318,124,干员代号,干员代号
1194,1318,体细胞与源石融合率,体细胞与源石融合率
1318,1194,干员代号,干员代号
1322,1318,血液源石结晶密度,血液源石结晶密度
1318,1322,干员代号,干员代号
1323,1318,信物,信物
1318,1323,干员代号,干员代号
101,1318,职业,职业
1318,101,干员代号,干员代号
60,1318,作战范围,作战范围
1318,60,干员代号,干员代号
30,1318,再部署时长,再部署时长
1318,30,干员代号,干员代号
423,1318,初始费用,初始费用
1318,423,干员代号,干员代号
424,1318,最终费用,最终费用
1318,424,干员代号,干员代号
104,1318,最大阻挡数,最大阻挡数
1318,104,干员代号,干员代号
258,1318,攻击速度,攻击速度
1318,258,干员代号,干员代号
1324,1318,生命上限,生命上限
1318,1324,干员代号,干员代号
1325,1318,攻击力,攻击力
1318,1325,干员代号,干员代号
826,1318,防御力,防御力
1318,826,干员代号,干员代号
262,1318,法术抗性,法术抗性
1318,262,干员代号,干员代号
208,1318,星级,星级
1318,208,干员代号,干员代号
40,1318,限定情况,限定情况
1318,40,干员代号,干员代号
41,1318,上线时间,上线时间
1318,41,干员代号,干员代号
256,1318,特性,特性
1318,256,特性,特性
255,1318,特性,特性
1318,255,特性,特性
518,1318,能力标签,能力标签
1318,518,能力标签,能力标签
130,1318,能力标签,能力标签
1318,130,能力标签,能力标签
530,1318,活跃领域,活跃领域
1318,530,活跃领域,活跃领域
28,1318,潜能,潜能
1318,28,潜能,潜能
29,1318,潜能,潜能
1318,29,潜能,潜能
27,1318,潜能,潜能
1318,27,潜能,潜能
1327,1326,英文代号,英文代号
1326,1327,干员代号,干员代号
1328,1326,日文代号,日文代号
1326,1328,干员代号,干员代号
1326,1329,绘制,绘制
1329,1326,绘制者,绘制者
1326,512,配音,配音
512,1326,配音者,配音者
116,1326,性别,性别
1326,116,干员代号,干员代号
432,1326,星座,星座
1326,432,干员代号,干员代号
433,1326,诞生月,诞生月
1326,433,干员代号,干员代号
234,1326,诞生地,诞生地
1326,234,干员代号,干员代号
312,1326,种族,种族
1326,312,干员代号,干员代号
251,1326,身高,身高
1326,251,干员代号,干员代号
194,1326,物理强度,物理强度
1326,194,干员代号,干员代号
120,1326,战场机动,战场机动
1326,120,干员代号,干员代号
14,1326,生理耐受,生理耐受
1326,14,干员代号,干员代号
15,1326,战术规划,战术规划
1326,15,干员代号,干员代号
16,1326,战斗技巧,战斗技巧
1326,16,干员代号,干员代号
17,1326,源石技艺适应性,源石技艺适应性
1326,17,干员代号,干员代号
124,1326,是否感染,是否感染
1326,124,干员代号,干员代号
458,1326,体细胞与源石融合率,体细胞与源石融合率
1326,458,干员代号,干员代号
882,1326,血液源石结晶密度,血液源石结晶密度
1326,882,干员代号,干员代号
1330,1326,信物,信物
1326,1330,干员代号,干员代号
59,1326,职业,职业
1326,59,干员代号,干员代号
60,1326,作战范围,作战范围
1326,60,干员代号,干员代号
30,1326,再部署时长,再部署时长
1326,30,干员代号,干员代号
391,1326,初始费用,初始费用
1326,391,干员代号,干员代号
392,1326,最终费用,最终费用
1326,392,干员代号,干员代号
33,1326,最大阻挡数,最大阻挡数
1326,33,干员代号,干员代号
520,1326,攻击速度,攻击速度
1326,520,干员代号,干员代号
1331,1326,生命上限,生命上限
1326,1331,干员代号,干员代号
1259,1326,攻击力,攻击力
1326,1259,干员代号,干员代号
734,1326,防御力,防御力
1326,734,干员代号,干员代号
71,1326,法术抗性,法术抗性
1326,71,干员代号,干员代号
184,1326,星级,星级
1326,184,干员代号,干员代号
40,1326,限定情况,限定情况
1326,40,干员代号,干员代号
626,1326,上线时间,上线时间
1326,626,干员代号,干员代号
519,1326,特性,特性
1326,519,特性,特性
130,1326,能力标签,能力标签
1326,130,能力标签,能力标签
317,1326,活跃领域,活跃领域
1326,317,活跃领域,活跃领域
29,1326,潜能,潜能
1326,29,潜能,潜能
158,1326,潜能,潜能
1326,158,潜能,潜能
27,1326,潜能,潜能
1326,27,潜能,潜能
1333,1332,英文代号,英文代号
1332,1333,干员代号,干员代号
1334,1332,日文代号,日文代号
1332,1334,干员代号,干员代号
1332,400,绘制,绘制
400,1332,绘制者,绘制者
1332,512,配音,配音
512,1332,配音者,配音者
116,1332,性别,性别
1332,116,干员代号,干员代号
7,1332,星座,星座
1332,7,干员代号,干员代号
8,1332,诞生月,诞生月
1332,8,干员代号,干员代号
148,1332,诞生地,诞生地
1332,148,干员代号,干员代号
149,1332,种族,种族
1332,149,干员代号,干员代号
333,1332,身高,身高
1332,333,干员代号,干员代号
194,1332,物理强度,物理强度
1332,194,干员代号,干员代号
13,1332,战场机动,战场机动
1332,13,干员代号,干员代号
14,1332,生理耐受,生理耐受
1332,14,干员代号,干员代号
15,1332,战术规划,战术规划
1332,15,干员代号,干员代号
16,1332,战斗技巧,战斗技巧
1332,16,干员代号,干员代号
17,1332,源石技艺适应性,源石技艺适应性
1332,17,干员代号,干员代号
124,1332,是否感染,是否感染
1332,124,干员代号,干员代号
252,1332,体细胞与源石融合率,体细胞与源石融合率
1332,252,干员代号,干员代号
1275,1332,血液源石结晶密度,血液源石结晶密度
1332,1275,干员代号,干员代号
1335,1332,信物,信物
1332,1335,干员代号,干员代号
59,1332,职业,职业
1332,59,干员代号,干员代号
60,1332,作战范围,作战范围
1332,60,干员代号,干员代号
30,1332,再部署时长,再部署时长
1332,30,干员代号,干员代号
1013,1332,初始费用,初始费用
1332,1013,干员代号,干员代号
1014,1332,最终费用,最终费用
1332,1014,干员代号,干员代号
33,1332,最大阻挡数,最大阻挡数
1332,33,干员代号,干员代号
67,1332,攻击速度,攻击速度
1332,67,干员代号,干员代号
1336,1332,生命上限,生命上限
1332,1336,干员代号,干员代号
1337,1332,攻击力,攻击力
1332,1337,干员代号,干员代号
1338,1332,防御力,防御力
1332,1338,干员代号,干员代号
71,1332,法术抗性,法术抗性
1332,71,干员代号,干员代号
307,1332,星级,星级
1332,307,干员代号,干员代号
40,1332,限定情况,限定情况
1332,40,干员代号,干员代号
41,1332,上线时间,上线时间
1332,41,干员代号,干员代号
519,1332,特性,特性
1332,519,特性,特性
518,1332,能力标签,能力标签
1332,518,能力标签,能力标签
130,1332,能力标签,能力标签
1332,130,能力标签,能力标签
23,1332,活跃领域,活跃领域
1332,23,活跃领域,活跃领域
405,1332,活跃领域,活跃领域
1332,405,活跃领域,活跃领域
28,1332,潜能,潜能
1332,28,潜能,潜能
29,1332,潜能,潜能
1332,29,潜能,潜能
27,1332,潜能,潜能
1332,27,潜能,潜能
1340,1339,英文代号,英文代号
1339,1340,干员代号,干员代号
1339,188,绘制,绘制
188,1339,绘制者,绘制者
1339,1341,配音,配音
1341,1339,配音者,配音者
116,1339,性别,性别
1339,116,干员代号,干员代号
269,1339,星座,星座
1339,269,干员代号,干员代号
270,1339,诞生月,诞生月
1339,270,干员代号,干员代号
191,1339,诞生地,诞生地
1339,191,干员代号,干员代号
192,1339,种族,种族
1339,192,干员代号,干员代号
119,1339,身高,身高
1339,119,干员代号,干员代号
12,1339,物理强度,物理强度
1339,12,干员代号,干员代号
13,1339,战场机动,战场机动
1339,13,干员代号,干员代号
14,1339,生理耐受,生理耐受
1339,14,干员代号,干员代号
15,1339,战术规划,战术规划
1339,15,干员代号,干员代号
16,1339,战斗技巧,战斗技巧
1339,16,干员代号,干员代号
174,1339,源石技艺适应性,源石技艺适应性
1339,174,干员代号,干员代号
18,1339,是否感染,是否感染
1339,18,干员代号,干员代号
19,1339,体细胞与源石融合率,体细胞与源石融合率
1339,19,干员代号,干员代号
657,1339,血液源石结晶密度,血液源石结晶密度
1339,657,干员代号,干员代号
1342,1339,信物,信物
1339,1342,干员代号,干员代号
196,1339,职业,职业
1339,196,干员代号,干员代号
60,1339,作战范围,作战范围
1339,60,干员代号,干员代号
30,1339,再部署时长,再部署时长
1339,30,干员代号,干员代号
423,1339,初始费用,初始费用
1339,423,干员代号,干员代号
449,1339,最终费用,最终费用
1339,449,干员代号,干员代号
203,1339,最大阻挡数,最大阻挡数
1339,203,干员代号,干员代号
204,1339,攻击速度,攻击速度
1339,204,干员代号,干员代号
1343,1339,生命上限,生命上限
1339,1343,干员代号,干员代号
1344,1339,攻击力,攻击力
1339,1344,干员代号,干员代号
1345,1339,防御力,防御力
1339,1345,干员代号,干员代号
38,1339,法术抗性,法术抗性
1339,38,干员代号,干员代号
139,1339,星级,星级
1339,139,干员代号,干员代号
40,1339,限定情况,限定情况
1339,40,干员代号,干员代号
651,1339,上线时间,上线时间
1339,651,干员代号,干员代号
199,1339,特性,特性
1339,199,特性,特性
84,1339,能力标签,能力标签
1339,84,能力标签,能力标签
130,1339,能力标签,能力标签
1339,130,能力标签,能力标签
198,1339,能力标签,能力标签
1339,198,能力标签,能力标签
1207,1339,活跃领域,活跃领域
1339,1207,活跃领域,活跃领域
28,1339,潜能,潜能
1339,28,潜能,潜能
29,1339,潜能,潜能
1339,29,潜能,潜能
27,1339,潜能,潜能
1339,27,潜能,潜能
1347,1346,英文代号,英文代号
1346,1347,干员代号,干员代号
1348,1346,日文代号,日文代号
1346,1348,干员代号,干员代号
1346,144,绘制,绘制
144,1346,绘制者,绘制者
1346,1349,配音,配音
1349,1346,配音者,配音者
116,1346,性别,性别
1346,116,干员代号,干员代号
94,1346,星座,星座
1346,94,干员代号,干员代号
95,1346,诞生月,诞生月
1346,95,干员代号,干员代号
191,1346,诞生地,诞生地
1346,191,干员代号,干员代号
192,1346,种族,种族
1346,192,干员代号,干员代号
97,1346,身高,身高
1346,97,干员代号,干员代号
12,1346,物理强度,物理强度
1346,12,干员代号,干员代号
13,1346,战场机动,战场机动
1346,13,干员代号,干员代号
14,1346,生理耐受,生理耐受
1346,14,干员代号,干员代号
15,1346,战术规划,战术规划
1346,15,干员代号,干员代号
123,1346,战斗技巧,战斗技巧
1346,123,干员代号,干员代号
17,1346,源石技艺适应性,源石技艺适应性
1346,17,干员代号,干员代号
18,1346,是否感染,是否感染
1346,18,干员代号,干员代号
19,1346,体细胞与源石融合率,体细胞与源石融合率
1346,19,干员代号,干员代号
334,1346,血液源石结晶密度,血液源石结晶密度
1346,334,干员代号,干员代号
1350,1346,信物,信物
1346,1350,干员代号,干员代号
128,1346,职业,职业
1346,128,干员代号,干员代号
24,1346,作战范围,作战范围
1346,24,干员代号,干员代号
30,1346,再部署时长,再部署时长
1346,30,干员代号,干员代号
321,1346,初始费用,初始费用
1346,321,干员代号,干员代号
322,1346,最终费用,最终费用
1346,322,干员代号,干员代号
33,1346,最大阻挡数,最大阻挡数
1346,33,干员代号,干员代号
222,1346,攻击速度,攻击速度
1346,222,干员代号,干员代号
531,1346,生命上限,生命上限
1346,531,干员代号,干员代号
383,1346,攻击力,攻击力
1346,383,干员代号,干员代号
1209,1346,防御力,防御力
1346,1209,干员代号,干员代号
71,1346,法术抗性,法术抗性
1346,71,干员代号,干员代号
208,1346,星级,星级
1346,208,干员代号,干员代号
40,1346,限定情况,限定情况
1346,40,干员代号,干员代号
41,1346,上线时间,上线时间
1346,41,干员代号,干员代号
301,1346,特性,特性
1346,301,特性,特性
130,1346,能力标签,能力标签
1346,130,能力标签,能力标签
1207,1346,活跃领域,活跃领域
1346,1207,活跃领域,活跃领域
28,1346,潜能,潜能
1346,28,潜能,潜能
29,1346,潜能,潜能
1346,29,潜能,潜能
27,1346,潜能,潜能
1346,27,潜能,潜能
1352,1351,英文代号,英文代号
1351,1352,干员代号,干员代号
1353,1351,日文代号,日文代号
1351,1353,干员代号,干员代号
1351,248,绘制,绘制
248,1351,绘制者,绘制者
1351,1354,配音,配音
1354,1351,配音者,配音者
116,1351,性别,性别
1351,116,干员代号,干员代号
269,1351,星座,星座
1351,269,干员代号,干员代号
270,1351,诞生月,诞生月
1351,270,干员代号,干员代号
587,1351,诞生地,诞生地
1351,587,干员代号,干员代号
1124,1351,种族,种族
1351,1124,干员代号,干员代号
296,1351,身高,身高
1351,296,干员代号,干员代号
12,1351,物理强度,物理强度
1351,12,干员代号,干员代号
13,1351,战场机动,战场机动
1351,13,干员代号,干员代号
14,1351,生理耐受,生理耐受
1351,14,干员代号,干员代号
15,1351,战术规划,战术规划
1351,15,干员代号,干员代号
16,1351,战斗技巧,战斗技巧
1351,16,干员代号,干员代号
17,1351,源石技艺适应性,源石技艺适应性
1351,17,干员代号,干员代号
18,1351,是否感染,是否感染
1351,18,干员代号,干员代号
19,1351,体细胞与源石融合率,体细胞与源石融合率
1351,19,干员代号,干员代号
215,1351,血液源石结晶密度,血液源石结晶密度
1351,215,干员代号,干员代号
1355,1351,信物,信物
1351,1355,干员代号,干员代号
128,1351,职业,职业
1351,128,干员代号,干员代号
24,1351,作战范围,作战范围
1351,24,干员代号,干员代号
30,1351,再部署时长,再部署时长
1351,30,干员代号,干员代号
1356,1351,初始费用,初始费用
1351,1356,干员代号,干员代号
1357,1351,最终费用,最终费用
1351,1357,干员代号,干员代号
33,1351,最大阻挡数,最大阻挡数
1351,33,干员代号,干员代号
135,1351,攻击速度,攻击速度
1351,135,干员代号,干员代号
1324,1351,生命上限,生命上限
1351,1324,干员代号,干员代号
1358,1351,攻击力,攻击力
1351,1358,干员代号,干员代号
1083,1351,防御力,防御力
1351,1083,干员代号,干员代号
71,1351,法术抗性,法术抗性
1351,71,干员代号,干员代号
184,1351,星级,星级
1351,184,干员代号,干员代号
40,1351,限定情况,限定情况
1351,40,干员代号,干员代号
41,1351,上线时间,上线时间
1351,41,干员代号,干员代号
132,1351,特性,特性
1351,132,特性,特性
278,1351,能力标签,能力标签
1351,278,能力标签,能力标签
543,1351,能力标签,能力标签
1351,543,能力标签,能力标签
730,1351,活跃领域,活跃领域
1351,730,活跃领域,活跃领域
28,1351,潜能,潜能
1351,28,潜能,潜能
29,1351,潜能,潜能
1351,29,潜能,潜能
27,1351,潜能,潜能
1351,27,潜能,潜能
1360,1359,英文代号,英文代号
1359,1360,干员代号,干员代号
1361,1359,日文代号,日文代号
1359,1361,干员代号,干员代号
1359,188,绘制,绘制
188,1359,绘制者,绘制者
1359,1362,配音,配音
1362,1359,配音者,配音者
116,1359,性别,性别
1359,116,干员代号,干员代号
432,1359,星座,星座
1359,432,干员代号,干员代号
433,1359,诞生月,诞生月
1359,433,干员代号,干员代号
49,1359,诞生地,诞生地
1359,49,干员代号,干员代号
213,1359,种族,种族
1359,213,干员代号,干员代号
235,1359,身高,身高
1359,235,干员代号,干员代号
12,1359,物理强度,物理强度
1359,12,干员代号,干员代号
120,1359,战场机动,战场机动
1359,120,干员代号,干员代号
14,1359,生理耐受,生理耐受
1359,14,干员代号,干员代号
15,1359,战术规划,战术规划
1359,15,干员代号,干员代号
123,1359,战斗技巧,战斗技巧
1359,123,干员代号,干员代号
174,1359,源石技艺适应性,源石技艺适应性
1359,174,干员代号,干员代号
124,1359,是否感染,是否感染
1359,124,干员代号,干员代号
297,1359,体细胞与源石融合率,体细胞与源石融合率
1359,297,干员代号,干员代号
622,1359,血液源石结晶密度,血液源石结晶密度
1359,622,干员代号,干员代号
1363,1359,信物,信物
1359,1363,干员代号,干员代号
83,1359,职业,职业
1359,83,干员代号,干员代号
24,1359,作战范围,作战范围
1359,24,干员代号,干员代号
30,1359,再部署时长,再部署时长
1359,30,干员代号,干员代号
717,1359,初始费用,初始费用
1359,717,干员代号,干员代号
718,1359,最终费用,最终费用
1359,718,干员代号,干员代号
33,1359,最大阻挡数,最大阻挡数
1359,33,干员代号,干员代号
86,1359,攻击速度,攻击速度
1359,86,干员代号,干员代号
1364,1359,生命上限,生命上限
1359,1364,干员代号,干员代号
1365,1359,攻击力,攻击力
1359,1365,干员代号,干员代号
1366,1359,防御力,防御力
1359,1366,干员代号,干员代号
71,1359,法术抗性,法术抗性
1359,71,干员代号,干员代号
208,1359,星级,星级
1359,208,干员代号,干员代号
40,1359,限定情况,限定情况
1359,40,干员代号,干员代号
41,1359,上线时间,上线时间
1359,41,干员代号,干员代号
178,1359,特性,特性
1359,178,特性,特性
61,1359,能力标签,能力标签
1359,61,能力标签,能力标签
84,1359,能力标签,能力标签
1359,84,能力标签,能力标签
276,1359,活跃领域,活跃领域
1359,276,活跃领域,活跃领域
277,1359,活跃领域,活跃领域
1359,277,活跃领域,活跃领域
28,1359,潜能,潜能
1359,28,潜能,潜能
29,1359,潜能,潜能
1359,29,潜能,潜能
27,1359,潜能,潜能
1359,27,潜能,潜能
1368,1367,英文代号,英文代号
1367,1368,干员代号,干员代号
1369,1367,日文代号,日文代号
1367,1369,干员代号,干员代号
1367,144,绘制,绘制
144,1367,绘制者,绘制者
1367,539,配音,配音
539,1367,配音者,配音者
116,1367,性别,性别
1367,116,干员代号,干员代号
656,1367,星座,星座
1367,656,干员代号,干员代号
443,1367,诞生月,诞生月
1367,443,干员代号,干员代号
234,1367,诞生地,诞生地
1367,234,干员代号,干员代号
312,1367,种族,种族
1367,312,干员代号,干员代号
403,1367,身高,身高
1367,403,干员代号,干员代号
12,1367,物理强度,物理强度
1367,12,干员代号,干员代号
120,1367,战场机动,战场机动
1367,120,干员代号,干员代号
14,1367,生理耐受,生理耐受
1367,14,干员代号,干员代号
152,1367,战术规划,战术规划
1367,152,干员代号,干员代号
123,1367,战斗技巧,战斗技巧
1367,123,干员代号,干员代号
174,1367,源石技艺适应性,源石技艺适应性
1367,174,干员代号,干员代号
18,1367,是否感染,是否感染
1367,18,干员代号,干员代号
19,1367,体细胞与源石融合率,体细胞与源石融合率
1367,19,干员代号,干员代号
314,1367,血液源石结晶密度,血液源石结晶密度
1367,314,干员代号,干员代号
1370,1367,信物,信物
1367,1370,干员代号,干员代号
336,1367,职业,职业
1367,336,干员代号,干员代号
24,1367,作战范围,作战范围
1367,24,干员代号,干员代号
30,1367,再部署时长,再部署时长
1367,30,干员代号,干员代号
1013,1367,初始费用,初始费用
1367,1013,干员代号,干员代号
1014,1367,最终费用,最终费用
1367,1014,干员代号,干员代号
33,1367,最大阻挡数,最大阻挡数
1367,33,干员代号,干员代号
547,1367,攻击速度,攻击速度
1367,547,干员代号,干员代号
505,1367,生命上限,生命上限
1367,505,干员代号,干员代号
1371,1367,攻击力,攻击力
1367,1371,干员代号,干员代号
1372,1367,防御力,防御力
1367,1372,干员代号,干员代号
286,1367,法术抗性,法术抗性
1367,286,干员代号,干员代号
208,1367,星级,星级
1367,208,干员代号,干员代号
40,1367,限定情况,限定情况
1367,40,干员代号,干员代号
41,1367,上线时间,上线时间
1367,41,干员代号,干员代号
544,1367,特性,特性
1367,544,特性,特性
130,1367,能力标签,能力标签
1367,130,能力标签,能力标签
543,1367,能力标签,能力标签
1367,543,能力标签,能力标签
317,1367,活跃领域,活跃领域
1367,317,活跃领域,活跃领域
318,1367,活跃领域,活跃领域
1367,318,活跃领域,活跃领域
28,1367,潜能,潜能
1367,28,潜能,潜能
29,1367,潜能,潜能
1367,29,潜能,潜能
27,1367,潜能,潜能
1367,27,潜能,潜能
1374,1373,英文代号,英文代号
1373,1374,干员代号,干员代号
1375,1373,日文代号,日文代号
1373,1375,干员代号,干员代号
1373,1376,绘制,绘制
1376,1373,绘制者,绘制者
1373,1377,配音,配音
1377,1373,配音者,配音者
116,1373,性别,性别
1373,116,干员代号,干员代号
232,1373,星座,星座
1373,232,干员代号,干员代号
270,1373,诞生月,诞生月
1373,270,干员代号,干员代号
294,1373,诞生地,诞生地
1373,294,干员代号,干员代号
10,1373,种族,种族
1373,10,干员代号,干员代号
403,1373,身高,身高
1373,403,干员代号,干员代号
12,1373,物理强度,物理强度
1373,12,干员代号,干员代号
13,1373,战场机动,战场机动
1373,13,干员代号,干员代号
121,1373,生理耐受,生理耐受
1373,121,干员代号,干员代号
15,1373,战术规划,战术规划
1373,15,干员代号,干员代号
16,1373,战斗技巧,战斗技巧
1373,16,干员代号,干员代号
17,1373,源石技艺适应性,源石技艺适应性
1373,17,干员代号,干员代号
124,1373,是否感染,是否感染
1373,124,干员代号,干员代号
528,1373,体细胞与源石融合率,体细胞与源石融合率
1373,528,干员代号,干员代号
237,1373,血液源石结晶密度,血液源石结晶密度
1373,237,干员代号,干员代号
1378,1373,信物,信物
1373,1378,干员代号,干员代号
196,1373,职业,职业
1373,196,干员代号,干员代号
60,1373,作战范围,作战范围
1373,60,干员代号,干员代号
30,1373,再部署时长,再部署时长
1373,30,干员代号,干员代号
1379,1373,初始费用,初始费用
1373,1379,干员代号,干员代号
1380,1373,最终费用,最终费用
1373,1380,干员代号,干员代号
203,1373,最大阻挡数,最大阻挡数
1373,203,干员代号,干员代号
343,1373,攻击速度,攻击速度
1373,343,干员代号,干员代号
1381,1373,生命上限,生命上限
1373,1381,干员代号,干员代号
1382,1373,攻击力,攻击力
1373,1382,干员代号,干员代号
1383,1373,防御力,防御力
1373,1383,干员代号,干员代号
464,1373,法术抗性,法术抗性
1373,464,干员代号,干员代号
208,1373,星级,星级
1373,208,干员代号,干员代号
40,1373,限定情况,限定情况
1373,40,干员代号,干员代号
992,1373,上线时间,上线时间
1373,992,干员代号,干员代号
557,1373,特性,特性
1373,557,特性,特性
130,1373,能力标签,能力标签
1373,130,能力标签,能力标签
198,1373,能力标签,能力标签
1373,198,能力标签,能力标签
504,1373,活跃领域,活跃领域
1373,504,活跃领域,活跃领域
29,1373,潜能,潜能
1373,29,潜能,潜能
158,1373,潜能,潜能
1373,158,潜能,潜能
27,1373,潜能,潜能
1373,27,潜能,潜能
1385,1384,英文代号,英文代号
1384,1385,干员代号,干员代号
1386,1384,日文代号,日文代号
1384,1386,干员代号,干员代号
1384,188,绘制,绘制
188,1384,绘制者,绘制者
1384,1387,配音,配音
1387,1384,配音者,配音者
116,1384,性别,性别
1384,116,干员代号,干员代号
94,1384,星座,星座
1384,94,干员代号,干员代号
147,1384,诞生月,诞生月
1384,147,干员代号,干员代号
191,1384,诞生地,诞生地
1384,191,干员代号,干员代号
417,1384,种族,种族
1384,417,干员代号,干员代号
403,1384,身高,身高
1384,403,干员代号,干员代号
12,1384,物理强度,物理强度
1384,12,干员代号,干员代号
120,1384,战场机动,战场机动
1384,120,干员代号,干员代号
14,1384,生理耐受,生理耐受
1384,14,干员代号,干员代号
15,1384,战术规划,战术规划
1384,15,干员代号,干员代号
123,1384,战斗技巧,战斗技巧
1384,123,干员代号,干员代号
17,1384,源石技艺适应性,源石技艺适应性
1384,17,干员代号,干员代号
18,1384,是否感染,是否感染
1384,18,干员代号,干员代号
19,1384,体细胞与源石融合率,体细胞与源石融合率
1384,19,干员代号,干员代号
215,1384,血液源石结晶密度,血液源石结晶密度
1384,215,干员代号,干员代号
1388,1384,信物,信物
1384,1388,干员代号,干员代号
101,1384,职业,职业
1384,101,干员代号,干员代号
60,1384,作战范围,作战范围
1384,60,干员代号,干员代号
159,1384,再部署时长,再部署时长
1384,159,干员代号,干员代号
220,1384,初始费用,初始费用
1384,220,干员代号,干员代号
221,1384,最终费用,最终费用
1384,221,干员代号,干员代号
33,1384,最大阻挡数,最大阻挡数
1384,33,干员代号,干员代号
105,1384,攻击速度,攻击速度
1384,105,干员代号,干员代号
602,1384,生命上限,生命上限
1384,602,干员代号,干员代号
1389,1384,攻击力,攻击力
1384,1389,干员代号,干员代号
1064,1384,防御力,防御力
1384,1064,干员代号,干员代号
71,1384,法术抗性,法术抗性
1384,71,干员代号,干员代号
184,1384,星级,星级
1384,184,干员代号,干员代号
40,1384,限定情况,限定情况
1384,40,干员代号,干员代号
41,1384,上线时间,上线时间
1384,41,干员代号,干员代号
157,1384,特性,特性
1384,157,特性,特性
156,1384,能力标签,能力标签
1384,156,能力标签,能力标签
198,1384,能力标签,能力标签
1384,198,能力标签,能力标签
1207,1384,活跃领域,活跃领域
1384,1207,活跃领域,活跃领域
29,1384,潜能,潜能
1384,29,潜能,潜能
158,1384,潜能,潜能
1384,158,潜能,潜能
27,1384,潜能,潜能
1384,27,潜能,潜能
1391,1390,英文代号,英文代号
1390,1391,干员代号,干员代号
1392,1390,日文代号,日文代号
1390,1392,干员代号,干员代号
1390,1185,绘制,绘制
1185,1390,绘制者,绘制者
1390,1393,配音,配音
1393,1390,配音者,配音者
116,1390,性别,性别
1390,116,干员代号,干员代号
